Timestamp,Qual nomenclatura é utilizada atualmente para o seu papel na empresa onde você trabalha?,Qual cargo você ocupa atualmente?,Qual é a sua senioridade?,Quantos anos de experiência você tem na área de testes?,Como é a sua relação com automação de testes na empresa onde você trabalha atualmente?,Qual regime de contratação você se encontra na empresa atual?,Modelo de Atuação,Você possui alguma certificação internacional em testes de software?,Em qual moeda seu empregador faz seus pagamentos?,Qual é o seu salário bruto?,Qual é seu gênero?,Em qual região do Brasil você vive atualmente?,Em qual região do Brasil está localizada a empresa onde você trabalha atualmente?,Com que frequência você precisa conversar em inglês no trabalho?,Com qual etnia você se identifica?,Qual é sua formação acadêmica?,(Opcional) Quais linguagens de programação são utilizadas para automação de testes na empresa onde você trabalha?,(Opcional) Quais ferramentas de automação de testes você utiliza na empresa onde você trabalha atualmente?,"(Opcional) A empresa onde você trabalha possui cargo formal de liderança em testes de software? ex. QA Lead, Líder de Testes, Gerente de QA, etc.",(Opcional) Você foi atingido por algum lay off nos últimos 12 meses?,(Opcional) Sua empresa transferiu as responsabilidades relacionadas a teste de software aos desenvolvedores?,(Opcional) Qual relação você possui com Inteligência Artificial e Testes na empresa onde você trabalha arualmente?,(Opcional) Como você conseguiu a oportunidade de participar do processo seletivo da empresa onde você atua hoje em dia?
1/9/2025 19:36:25,QA,Engenheiro,Pleno,3,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,6500,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"Java, Java Script","Selenium, RestAssured ",Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 19:36:51,QA,Engenheiro,Pleno,3,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,8350,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Kotlin ,,Sim,Não,Não,Nenhum,Indicação Interna
1/9/2025 19:41:09,Testador,Analista,Pleno,8,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,8000,Feminino,Sul,Sul,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,,,Não,Não,Não,Uso Inteligência Artificial para Testar,Site de Vagas
1/9/2025 19:43:07,QA,Analista,Pleno,2,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,4397,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Sim,Não,Não,Nenhum,Site de Vagas
1/9/2025 19:51:40,QA,Analista,Pleno,7,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,7520,Feminino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,python,robot framework ,Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 19:51:48,QA,Líder,Pleno,4,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,9000,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Javascript ,Cypress e postman ,Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 19:55:05,QA,Especialista,Sênior,12,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,12500,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Ruby robot python,,Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 19:58:07,QA,Engenheiro,Pleno,13,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,10982,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,"Java, JavaScript ","Cypress, playwright, ",Não,Não,Sim,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 20:04:36,Testador,Analista,Sênior,11,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,7340,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Não,Não,Não,Nenhum,Site de Vagas
1/9/2025 20:05:34,SDET,Líder,Principal,12,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,12400,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Ensino Superior Completo,JavaScript,"Cypress, Postman, Jenkins, GitLab",Não,Não,Sim,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 20:08:09,QA,Analista,Pleno,4,Não uso automação de testes,PJ (Você tem sua própria empresa),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,4800,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Médio Completo,,,,,,,
1/9/2025 20:09:05,QA,Analista,Júnior,2,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,3200,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,,,Sim,Não,Não,Nenhum,oportunidade interna
1/9/2025 20:11:04,QA,Analista,Pleno,4,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,4100,Feminino,Norte,Norte,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Javascript,Cypress,Não,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 20:13:29,QA,Analista,Pleno,4,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,6800,Masculino,Sudeste,Sudeste,Algumas vezes por mês,Branca,Ensino Superior Completo,Typescript,Cypress,Não,Não,Não,Uso Inteligência Artificial para Testar,Site de Vagas
1/9/2025 20:15:48,QA,Analista,Pleno,3,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,5900,Masculino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,,,Não,Não,Não,Uso Inteligência Artificial para Testar,Site da empresa
1/9/2025 20:18:25,QA,Analista,Pleno,4,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,7000,Masculino,Sudeste,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Cypress ,Cypress ,Sim,"Sim, retornei com salário maior","Não, mas planejam fazer isso este ano",Nenhum,Linkedin
1/9/2025 20:21:03,SDET,Analista,Pleno,5,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,9600,Masculino,Nordeste,Sudeste,Todos os dias,Branca,Ensino Superior Completo,JavaScript,Playwright,Não,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 20:21:03,QA,Analista,Pleno,5,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,8550,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,C#,Selenium,Não,Não,Não,Nenhum,Internal movement
1/9/2025 20:21:19,QA,Analista,Pleno,3,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,6500,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,estamos iniciando a automação de testes ainda e vamos ver qual framework e linguagem será a melhor opção ,,Não,Não,Não,Nenhum,Indicação Interna
1/9/2025 20:21:48,QA,Analista,Júnior,1,Não uso automação de testes,Contrato,Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,2.5,Feminino,Nordeste,Nordeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,Robot,Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 20:26:38,QA,Executor,Pleno,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,3900,Masculino,Sudeste,Outro país,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,,,,,,,
1/9/2025 20:32:24,QA,Arquiteto,Principal,15,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,1580000,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,"C#, Type Scrit, Java Script ","Robot framework, SpecFlow, Cypress",Não,Não,Sim,Uso Inteligência Artificial para Testar,Trabalhava na empresa por consultoria 
1/9/2025 20:36:35,QA,Engenheiro,Pleno,6,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,8500,Feminino,Nordeste,Sul,Não preciso conversar em inglês no trabalho,Branca,Mestrado,Java,"Appium, intelij, testng, restassured ",Sim,Não,Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/9/2025 20:41:57,QA,Analista,Sênior,15,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,6400,Feminino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Magic,Própria ,Sim,Não,"Não, mas planejam fazer isso este ano",Nenhum,Site de Vagas
1/9/2025 20:45:54,QA,Analista,Estagiário,1,Não uso automação de testes,Contrato,100% Remoto (Brasil),Não,Reais,1250,Feminino,Nordeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Médio Completo,"Atualmente na empresa onde eu trabalho não temos tempo hábil para focarmos em nossas automações, porém o mais utilizado é Javascript e Typescript ",Cypress,Sim,Não,Não,Nenhum,Linkedin
1/9/2025 20:51:58,QA,Engenheiro,Sênior,7,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,10220,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Pós-Graduado,Java ,"Junit, appium, Jmeter, stackspot",Não,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 20:54:32,QA,Engenheiro,Pleno,12,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,10000,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Typescript,"Playwright, P4ALL, Insomnia",Não,Não,Não,Uso Inteligência Artificial para Testar,Atuava como terceiro na empresa
1/9/2025 21:21:07,QA,Engenheiro,Sênior,5,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,12800,Masculino,Centro-Oeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Python e JS,Playwright e robot,Sim,"Sim, retornei com o mesmo salário",Sim,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 21:27:36,QA,Gerente,Principal,15,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,21000,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Java,Selenium,Sim,"Sim, ainda estou desempregado",Não,Testo aplicativos baseados em Inteligência Artificial,Linkedin
1/9/2025 21:44:58,QA,Líder,Sênior,14,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Exterior),Sim,Dólares Americanos,25000,Masculino,Sudeste,Outro país,Todos os dias,Branca,Pós-Graduado,Typescript,Playwright,Sim,"Sim, retornei com salário maior","Não, mas planejam fazer isso este ano",Uso Inteligência Artificial e testo aplicativos baseados em Inteligência Artificial,Indicação Interna
1/9/2025 22:12:32,QA,Analista,Júnior,3,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,3000,Masculino,Nordeste,Sudeste,Algumas vezes por mês,Parda,Pós-Graduado,,,Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 22:18:24,SDET,Engenheiro,Pleno,5,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Exterior),Sim,Reais,11000,Masculino,Norte,Outro país,Todos os dias,Branca,Ensino Médio Completo,Typescript ,"Appium, playwright ",Não,Não,Não,Nenhum,Linkedin
1/9/2025 22:42:07,QA,Analista,Sênior,7,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,7000,Feminino,Sul,Centro-Oeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Não,Não,Não,Nenhum,Linkedin
1/9/2025 22:55:17,QA,Executor,Pleno,5,Não uso automação de testes,Flex (Você é CLT mas também tem sua própria empresa),100% Remoto (Brasil),Não,Reais,15939,Masculino,Sudeste,Nordeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Java,Cypress,Não,Não,Não,Nenhum,Linkedin
1/9/2025 23:03:40,QA,Analista,Júnior,1,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,2800,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Ensino Superior Completo,Não fazemos ainda automação de testes,Nenhuma,Não,Não,Não,Uso Inteligência Artificial para Testar,
1/9/2025 23:12:39,QA,Analista,Sênior,5,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,8200,Masculino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,Java e python,Robot framework,Sim,Não,Sim,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 23:30:56,QA,Analista,Sênior,10,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,10045,Feminino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,,,Não,Não,Não,,Indicação Interna
1/9/2025 23:57:57,QA,Engenheiro,Sênior,9,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Sim,Reais,14000,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Ruby,,Não,Não,Não,Nenhum,Indicação Interna
1/10/2025 2:13:13,Testador,Executor,Júnior,1,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,1900,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Médio Completo,,,,,,,
1/10/2025 3:14:34,QA,Analista,Júnior,3,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,3200,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Ensino Superior Completo,,,Não,"Sim, retornei com salário menor",Não,Testo aplicativos baseados em Inteligência Artificial,Site de Vagas
1/10/2025 3:37:35,QA,Analista,Pleno,4,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,8413,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,PYTHON,Robot Framework,Não,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/10/2025 4:05:34,QA,Analista,Sênior,5,Não uso automação de testes,CLT (Carteira Assinada),100% Presencial,Não,Reais,7701,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,,,Não,Não,Sim,Nenhum,Linkedin
1/10/2025 4:22:29,QA,Analista,Sênior,10,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,11000,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Pós-Graduado,Robot Framework ,Robot Framework ,Não,Não,Não,Nenhum,Indicação Interna
1/10/2025 4:32:57,Testador,Analista,Sênior,9,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,7250,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,,,Não,Não,Não,Nenhum,Indicação Interna
1/10/2025 4:38:19,QA,Analista,Sênior,8,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,11250,Masculino,Nordeste,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Médio Completo,Javascript,Cypress,Sim,Não,Não,Uso Inteligência Artificial e testo aplicativos baseados em Inteligência Artificial,Linkedin
1/10/2025 4:45:58,QA,Especialista,Sênior,12,Uso automação de testes mais de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Sim,Reais,15000,Feminino,Sul,Sul,Não preciso conversar em inglês no trabalho,Negra,Ensino Superior Completo,,,,,,,
1/10/2025 5:17:53,QA,Analista,Pleno,4,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,6809,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,JavaScript,Cypress,Sim,Não,Não,Uso Inteligência Artificial para Testar,Gupy
1/10/2025 5:22:24,QA,Analista,Júnior,3,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,9587,Agenero,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Sim,Não,Não,Uso Inteligência Artificial e testo aplicativos baseados em Inteligência Artificial,Linkedin
1/10/2025 5:26:27,QA,Analista,Sênior,3,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,7.5,Masculino,Centro-Oeste,Centro-Oeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,Robot framework,,Sim,Não,Não,Nenhum,Indicação Interna
1/10/2025 5:36:03,QA,Analista,Pleno,5,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,7513,Feminino,Nordeste,Nordeste,Todos os dias,Branca,Ensino Superior Completo,,,Não,Não,Não,Uso Inteligência Artificial para Testar,Site de Vagas
1/10/2025 5:44:05,QA,Analista,Júnior,2,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Presencial,Não,Reais,1800,Feminino,Centro-Oeste,Centro-Oeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,,,,Não,Não,Nenhum,Linkedin
1/10/2025 6:02:09,QA,Analista,Júnior,3,Não uso automação de testes,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,3000,Masculino,Nordeste,Sul,Não preciso conversar em inglês no trabalho,Negra,Pós-Graduado,typescript ,Playwright ,Sim,Não,Não,Nenhum,Linkedin
1/10/2025 6:05:38,Testador,Analista,Sênior,13,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,6100,Feminino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Não,Não,"Não, mas planejam fazer isso este ano",,
1/10/2025 6:07:48,QA,Especialista,Principal,10,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,18000,Masculino,Sudeste,Sul,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,Java script,Cypress e playwright,Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/10/2025 6:18:51,QA,Analista,Júnior,2,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,3500,Feminino,Nordeste,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,JS,Cypress,Não,Não,Não,Nenhum,Indicação Interna
1/10/2025 6:42:59,QA,Gerente,Principal,12,Não uso automação de testes,CLT (Carteira Assinada),100% Presencial,Sim,Reais,13000,Masculino,Norte,Norte,Todos os dias,Parda,Ensino Superior Completo,,,,,,,
1/10/2025 6:48:03,SDET,Engenheiro,Pleno,7,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,10032,Masculino,Sudeste,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Java,"Intellij, gitlab, sonar cube",Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/10/2025 6:49:10,QA,Analista,Sênior,10,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,9000,Masculino,Sudeste,Outro país,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,C#,Cypress,Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/10/2025 7:01:47,QA,Analista,Pleno,6,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,8700,Feminino,Nordeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,Javascript,Cypress,Sim,Não,Não,Nenhum,Linkedin
1/10/2025 7:09:55,Testador,Analista,Júnior,3,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,4350,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Ruby,Cucumber,Não,Não,Não,Nenhum,Indicação Interna
1/10/2025 7:14:26,QA,Executor,Pleno,6,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,5551,Masculino,Nordeste,Sul,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,,,Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/10/2025 7:29:22,QA,Executor,Júnior,2,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,3300,Feminino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,JavaScript,Cypress,Sim,Não,Sim,Uso Inteligência Artificial e testo aplicativos baseados em Inteligência Artificial,Linkedin
1/10/2025 7:29:43,QA,Analista,Pleno,3,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,3900,Feminino,Nordeste,Nordeste,Não preciso conversar em inglês no trabalho,Negra,Pós-Graduado,"Java, python, JS","Cypress, robot, Karatê, Selenium, cucumber",Sim,Não,Não,Nenhum,Linkedin
1/10/2025 7:29:44,QA,Analista,Pleno,5,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,6200,Feminino,Sudeste,Sudeste,Algumas vezes por mês,Parda,Ensino Superior Completo,,,Sim,Não,"Não, mas planejam fazer isso este ano",Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/10/2025 7:29:58,Testador,Analista,Júnior,2,Não uso automação de testes,CLT (Carteira Assinada),100% Presencial,Não,Reais,2330,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,Nenhuma,Nenhuma,Não,Não,Não,Nenhum,Site de Vagas
1/10/2025 7:34:50,QA,Engenheiro,Sênior,5,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,12000,Masculino,Sudeste,Sudeste,Todos os dias,Branca,Ensino Superior Completo,Javascript,"Cypress, Selenium",Não,Não,Não,Nenhum,Fui abordado por Recrutador
1/10/2025 7:38:13,QA,Analista,Sênior,5,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,12000,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Não,Não,,,
1/10/2025 7:47:24,QA,Analista,Pleno,4,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,6263,Masculino,Nordeste,Nordeste,Algumas vezes por mês,Branca,Ensino Superior Completo,Ruby,Cucumber,Sim,Não,Não,Nenhum,Site de Vagas
1/10/2025 7:58:16,Testador,Analista,Júnior,2,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Presencial,Sim,Reais,4440,Feminino,Norte,Norte,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,javascript,"cypress, postman",Não,"Sim, retornei com salário maior",Sim,Testo aplicativos baseados em Inteligência Artificial,Linkedin
1/10/2025 8:05:17,QA,Líder,Sênior,15,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,12800,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Java e Python,"RestAssured, Behaven, Junit, Cucumber, Kobiton, Azure Devops, Selenium.",Não,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/10/2025 8:07:16,QA,Analista,Júnior,1,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,4500,Masculino,Sudeste,Sudeste,Algumas vezes por mês,Parda,Ensino Superior Completo,,,Não,Não,"Não, mas planejam fazer isso este ano",Uso Inteligência Artificial para Testar,Linkedin
1/10/2025 8:07:37,QA,Analista,Júnior,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,3220,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,,,Sim,Não,Não,Nenhum,Linkedin
1/10/2025 8:18:00,QA,Analista,Sênior,6,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,7500,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,,,Não,Não,Não,Nenhum,Indicação Interna
1/10/2025 8:22:21,QA,Analista,Sênior,9,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,9500,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,,,,,,,
1/10/2025 8:25:10,QA,Gerente,Pleno,13,Uso automação de testes mais de 8 horas por semana,PJ (Você tem sua própria empresa),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,20800,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Java,"Selenium, Appium, browserstack e Jmeter",Sim,"Sim, ainda estou desempregado","Não, mas planejam fazer isso este ano",Uso Inteligência Artificial para Testar,Indicação Interna
1/10/2025 8:25:17,Testador,Analista,Sênior,8,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,12265,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Java e Cypress,,Sim,Não,Sim,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/10/2025 8:25:48,QA,Analista,Pleno,14,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,8546,Feminino,Sudeste,Sudeste,Todos os dias,Branca,Ensino Superior Completo,,,Não,Não,Sim,Uso Inteligência Artificial para Testar,Linkedin
